"","GeneID","Chr","Start","End","Strand","Annotation"
"1272","N16961_06855","NC_002505.1",1468262,1468894,"-","DUF2760 domain-containing protein"
"1273","N16961_06860","NC_002505.1",1469432,1470967,"+","Extracytoplasmic sensor domain CHASE1 (specificity unknown)"
"1274","N16961_06865","NC_002505.1",1471032,1471562,"+","3'-5' exonuclease KapD, inhibitor of KinA-controlled sporulation"
"1275","N16961_06870","NC_002505.1",1471618,1471746,"+","Secreted protein"
"1276","N16961_06875","NC_002505.1",1471848,1472306,"-","Tellurite resistance protein TerB"
"1277","N16961_06880","NC_002505.1",1472359,1472709,"-","hypothetical protein"
"1278","N16961_06885","NC_002505.1",1472911,1476840,"+","ATP-dependent RNA helicase HrpA"
"1279","N16961_06890","NC_002505.1",1476980,1477462,"+","Outer membrane protein beta-barrel domain-containing protein"
"1280","N16961_06895","NC_002505.1",1477679,1479031,"+","molecular chaperone"
"1281","N16961_06900","NC_002505.1",1479156,1480172,"+","Lipoate-protein ligase A"
"1282","N16961_06905","NC_002505.1",1480565,1481515,"-","DNA-binding transcriptional regulator, LysR family"
"1283","N16961_06910","NC_002505.1",1481602,1483008,"+","putative arabinose efflux permease AraJ, MFS family"
"1284","N16961_06915","NC_002505.1",1483164,1484678,"+","Cryptochrome-like protein cry2"
"1285","N16961_06920","NC_002505.1",1484824,1485138,"+","Multidrug transporter EmrE and related cation transporters"
"1286","N16961_06925","NC_002505.1",1485193,1486428,"-","Methyl-accepting chemotaxis protein (MCP)"
"1287","N16961_06930","NC_002505.1",1486504,1486815,"-","Chemotaxis protein CheY"
"1288","N16961_06935","NC_002505.1",1486808,1487068,"-","STAS domain-containing protein"
"1289","N16961_06940","NC_002505.1",1487058,1489343,"-","Chemotaxis protein histidine kinase CheA"
"1290","N16961_06945","NC_002505.1",1489340,1489711,"-","Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain"
"1291","N16961_06950","NC_002505.1",1489689,1490555,"-","Chemotaxis protein methyltransferase 2"
"1292","N16961_06955","NC_002505.1",1490566,1491222,"-","HEAT repeat containing protein"
"1293","N16961_06960","NC_002505.1",1491209,1492285,"-","Protein-glutamate methylesterase/protein-glutamine glutaminase 3"
"1294","N16961_06965","NC_002505.1",1492306,1493868,"-","Chemotaxis signal transduction protein CheW"
"1295","N16961_06970","NC_002505.1",1493881,1495806,"-","Methyl-accepting chemotaxis protein (MCP)"
"1296","N16961_06975","NC_002505.1",1496398,1498089,"+","Methyl-accepting chemotaxis protein (MCP)"
"1297","N16961_06980","NC_002505.1",1498186,1499484,"+","PAS domain"
"1298","N16961_06985","NC_002505.1",1499666,1500859,"+","Superfamily II DNA and RNA helicase"
"1299","N16961_06990","NC_002505.1",1500918,1501520,"-","TetR family multidrug efflux transcriptional regulator VceR"
"1300","N16961_06995","NC_002505.1",1501627,1503081,"+","multidrug efflux MFS transporter outer membrane subunit VceC"
"1301","N16961_07000","NC_002505.1",1503095,1504282,"+","multidrug efflux MFS transporter adaptor subunit VceA"
"1302","N16961_07005","NC_002505.1",1504292,1505827,"+","multidrug efflux MFS transporter permease subunit VceB"
"1303","N16961_07010","NC_002505.1",1505902,1507638,"-","Methyl-accepting chemotaxis protein (MCP)"
"1304","N16961_07015","NC_002505.1",1507860,1509344,"-","Zn-dependent carboxypeptidase, M32 family"
"1305","N16961_07020","NC_002505.1",1509632,1510150,"+","type VI secretion system effector Hcp-2"
"1306","N16961_07025","NC_002505.1",1510278,1513769,"+","type VI secretion system tip protein VgrG"
"1307","N16961_07030","NC_002505.1",1513781,1514608,"+","DUF4123 domain-containing protein"
"1308","N16961_07035","NC_002505.1",1514611,1516536,"+","Toxin TseL"
"1309","N16961_07040","NC_002505.1",1516533,1517276,"+","Immunity protein TsiV1"
"1310","N16961_07045","NC_002505.1",1517421,1518158,"+","DUF2931 domain-containing protein"
"1311","N16961_07050","NC_002505.1",1518246,1518884,"+","Threonine/homoserine/homoserine lactone efflux protein"
"1312","N16961_07055","NC_002505.1",1518957,1520333,"-","Na+/alanine symporter"
"1313","N16961_07060","NC_002505.1",1520836,1520994,"+","PEP-CTERM protein-sorting domain-containing protein"
"1314","N16961_07065","NC_002505.1",1521011,1521745,"+","Chromosome partitioning protein ParA"
"1315","N16961_07070","NC_002505.1",1521892,1522929,"-","Spermidine/putrescine-binding periplasmic protein"
"1316","N16961_07075","NC_002505.1",1523041,1524072,"-","Spermidine/putrescine-binding periplasmic protein"
"1317","N16961_07080","NC_002505.1",1524175,1524945,"-","spermidine/putrescine ABC transporter permease PotC"
"1318","N16961_07085","NC_002505.1",1524945,1525805,"-","spermidine/putrescine ABC transporter permease PotB"
"1319","N16961_07090","NC_002505.1",1525786,1526919,"-","spermidine/putrescine ABC transporter ATP-binding protein PotA"
"1320","N16961_07095","NC_002505.1",1527244,1528050,"+","Proline and glycine rich transmembrane protein gene in bax"
"1321","N16961_07100","NC_002505.1",1528043,1528843,"+","Uncharacterized FlgJ-related protein"
"1322","N16961_07105","NC_002505.1",1528845,1529504,"+","DUF2987 domain-containing protein"
"1323","N16961_07110","NC_002505.1",1529581,1530513,"-","tRNA 2-thiocytidine(32) synthetase TtcA"
"1324","N16961_07115","NC_002505.1",1530639,1531586,"-","universal stress protein UspE"
"1325","N16961_07120","NC_002505.1",1531716,1532468,"-","Fumarate and nitrate reduction regulatory protein"
"1326","N16961_07125","NC_002505.1",1532558,1533232,"-","Uncharacterized membrane protein, DsbD domain"
"1327","N16961_07130","NC_002505.1",1533229,1533393,"-","cbb3-type cytochrome oxidase assembly protein CcoS"
"1328","N16961_07135","NC_002505.1",1533397,1535769,"-","Cation-transporting P-type ATPase"
"1329","N16961_07140","NC_002505.1",1535774,1536250,"-","Nitrogen fixation protein FixH"
"1330","N16961_07145","NC_002505.1",1536329,1537309,"-","cytochrome-c oxidase, cbb3-type subunit III"
"1331","N16961_07150","NC_002505.1",1537317,1537481,"-","Cbb3-type cytochrome oxidase, subunit 3"
"1332","N16961_07155","NC_002505.1",1537493,1538113,"-","cytochrome-c oxidase, cbb3-type subunit II"
"1333","N16961_07160","NC_002505.1",1538127,1539554,"-","cytochrome-c oxidase, cbb3-type subunit I"
"1334","N16961_07165","NC_002505.1",1539813,1540169,"+","DUF2850 domain-containing protein"
"1335","N16961_07170","NC_002505.1",1540238,1541455,"+","FIST domain protein MJ1623, contains FIST_N and FIST_C domains"
"1336","N16961_07175","NC_002505.1",1541458,1543170,"+","CheY-like REC (receiver) domain, includes chemotaxis protein CheY and sporulation regulator Spo0F"
"1337","N16961_07180","NC_002505.1",1543231,1545396,"-","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain"
"1338","N16961_07185","NC_002505.1",1545399,1546760,"-","RTX toxin transporter RtxD"
"1339","N16961_07190","NC_002505.1",1546757,1548865,"-","RTX toxin transporter RtxB"
"1340","N16961_07195","NC_002505.1",1549289,1549636,"+","Peptide chain release factor 1"
"1341","N16961_07200","NC_002505.1",1549728,1550123,"+","Lysine-acyltransferase RtxC"
"1342","N16961_07205","NC_002505.1",1550147,1563784,"+","RTX toxin RtxA"
"1343","N16961_07210","NC_002505.1",1564152,1564376,"-","RstC protein"
"1344","N16961_07215","NC_002505.1",1564470,1564841,"-","RstB2 protein"
"1345","N16961_07220","NC_002505.1",1564822,1565901,"-","DNA relaxase NicK"
"1346","N16961_07225","NC_002505.1",1566027,1566365,"+","Cryptic phage CTXphi transcriptional repressor RstR"
"1347","N16961_07230","NC_002505.1",1566967,1567341,"-","cholera enterotoxin binding subunit CtxB"
"1348","N16961_07235","NC_002505.1",1567338,1568114,"-","cholera enterotoxin catalytic subunit CtxA"
"1349","N16961_07240","NC_002505.1",1568213,1569412,"-","zona occludens toxin"
"1350","N16961_07245","NC_002505.1",1569409,1569693,"-","accessory cholera enterotoxin"
"1351","N16961_07250","NC_002505.1",1569699,1570886,"-","Uncharacterized protein VC_1460"
"1352","N16961_07255","NC_002505.1",1570993,1571241,"-","Colonization factor"
"1353","N16961_07260","NC_002505.1",1571234,1571377,"-","Psh"
"1354","N16961_07265","NC_002505.1",1571377,1571757,"-","RstB2 protein"
"1355","N16961_07270","NC_002505.1",1571738,1572817,"-","DNA relaxase NicK"
"1356","N16961_07275","NC_002505.1",1572943,1573281,"+","Cryptic phage CTXphi transcriptional repressor RstR"
"1357","N16961_07280","NC_002505.1",1573771,1574355,"-","Phage protein"
"1358","N16961_07285","NC_002505.1",1574348,1574515,"-","Helicase"
"1359","N16961_07290","NC_002505.1",1574593,1575285,"-","XRE family transcriptional regulator"
"1360","N16961_07295","NC_002505.1",1575415,1575699,"-","RstB sensor of two protein system"
"1361","N16961_07300","NC_002505.1",1575704,1577272,"-","Phage replication protein Cri"
"1362","N16961_07305","NC_002505.1",1577449,1578000,"+","TlcR protein"
"1363","N16961_07310","NC_002505.1",1579039,1579206,"-","hypothetical protein"
"1364","N16961_07315","NC_002505.1",1579199,1579366,"-","Helicase"
"1365","N16961_07320","NC_002505.1",1579444,1580136,"-","XRE family transcriptional regulator"
"1366","N16961_07325","NC_002505.1",1580266,1580550,"-","RstB sensor of two protein system"
"1367","N16961_07330","NC_002505.1",1580555,1582123,"-","Phage replication protein Cri"
"1368","N16961_07335","NC_002505.1",1582300,1582851,"+","TlcR protein"
"1369","N16961_07340","NC_002505.1",1583196,1583513,"+","IS3 family transposase ORF A"
"1370","N16961_07345","NC_002505.1",1583756,1584382,"+","IS3 family transposase"
"1371","N16961_07350","NC_002505.1",1585291,1585602,"-","TonB C-terminal domain-containing protein"
"1372","N16961_07355","NC_002505.1",1585761,1586084,"-","DUF3634 domain-containing protein"
"1373","N16961_07360","NC_002505.1",1586098,1586547,"-","macrodomain Ter protein MatP"
"1374","N16961_07365","NC_002505.1",1586711,1588360,"+","putative ATP-dependent protease"
"1375","N16961_07370","NC_002505.1",1588425,1588943,"+","bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase"
"1376","N16961_07375","NC_002505.1",1589026,1589199,"-","ribosome modulation factor"
"1377","N16961_07380","NC_002505.1",1589366,1591060,"-","DUF3466 domain-containing protein"
"1378","N16961_07385","NC_002505.1",1591066,1592985,"-","ABC transporter ATP-binding protein"
"1379","N16961_07390","NC_002505.1",1592963,1593205,"-","Glutaredoxin"
"1380","N16961_07395","NC_002505.1",1593214,1595340,"-","bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL"
"1381","N16961_07400","NC_002505.1",1595312,1595443,"-","hypothetical protein"
"1382","N16961_07405","NC_002505.1",1595800,1596342,"-","Cell division protein ZapC"
"1383","N16961_07410","NC_002505.1",1596497,1597507,"-","quinone-dependent dihydroorotate dehydrogenase"
"1384","N16961_07415","NC_002505.1",1597581,1602422,"-","NAD-specific glutamate dehydrogenase"
"1385","N16961_07420","NC_002505.1",1602881,1605487,"-","aminopeptidase N"
"1386","N16961_07425","NC_002505.1",1605686,1606357,"-","WD40 repeat protein"
"1387","N16961_07430","NC_002505.1",1606511,1608508,"-","carboxy terminal-processing peptidase"
"1388","N16961_07435","NC_002505.1",1608526,1609152,"-","RNA chaperone ProQ"
"1389","N16961_07440","NC_002505.1",1609253,1609801,"-","GAF domain-containing protein, putative methionine-R-sulfoxide reductase"
"1390","N16961_07445","NC_002505.1",1609812,1611608,"+","ABC-type multidrug transport system, ATPase and permease component"
"1391","N16961_07450","NC_002505.1",1611657,1612901,"+","Intermembrane transporter PqiABC subunit PqiA"
"1392","N16961_07455","NC_002505.1",1612911,1615550,"+","Intermembrane transporter PqiABC subunit PqiB"
"1393","N16961_07460","NC_002505.1",1615671,1617092,"+","16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF"
"1394","N16961_07470","NC_002505.1",1617274,1618107,"-","putative RNA-binding protein YitL, contains S1 domains, virulence factor B family"
"1395","N16961_07475","NC_002505.1",1618209,1618700,"+","hypothetical protein"
"1396","N16961_07480","NC_002505.1",1618697,1619557,"+","DUF4231 domain-containing protein"
"1397","N16961_07485","NC_002505.1",1619550,1620026,"-","DUF4442 domain-containing protein"
"1398","N16961_07490","NC_002505.1",1620302,1621363,"+","3-deoxy-7-phosphoheptulonate synthase"
"1399","N16961_07495","NC_002505.1",1621375,1621857,"+","YajQ family cyclic di-GMP-binding protein"
"1400","N16961_07500","NC_002505.1",1621992,1622732,"-","Sir2 family NAD+-dependent deacetylase"
"1401","N16961_07505","NC_002505.1",1622869,1623291,"-","Membrane protein"
"1402","N16961_07510","NC_002505.1",1623278,1624345,"-","formate dehydrogenase subunit gamma"
"1403","N16961_07515","NC_002505.1",1624352,1624960,"-","formate dehydrogenase FDH3 subunit beta"
"1404","N16961_07520","NC_002505.1",1624972,1625874,"-","Formate dehydrogenase subunit alpha"
"1405","N16961_07525","NC_002505.1",1625871,1627826,"-","Formate dehydrogenase subunit alpha"
"1406","N16961_07530","NC_002505.1",1627838,1628035,"-","Formate dehydrogenase subunit or accessory protein"
"1407","N16961_07535","NC_002505.1",1628113,1628784,"-","Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation"
"1408","N16961_07540","NC_002505.1",1628795,1630456,"-","NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit"
"1409","N16961_07545","NC_002505.1",1630655,1631257,"-","DUF3306 domain-containing protein"
"1410","N16961_07550","NC_002505.1",1631247,1631723,"-","DUF3305 domain-containing protein"
"1411","N16961_07555","NC_002505.1",1631948,1632781,"+","Formate dehydrogenase assembly factor FdhD, a sulfurtransferase"
"1412","N16961_07560","NC_002505.1",1632888,1634480,"-","ABC-F family ATPase"
"1413","N16961_07565","NC_002505.1",1634692,1636725,"-","Signal transduction histidine kinase regulating C4-dicarboxylate transport system"
"1414","N16961_07570","NC_002505.1",1636715,1638169,"-","DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains"
"1415","N16961_07575","NC_002505.1",1638473,1639288,"+","ABC-type tungstate transport system, permease component TupA"
"1416","N16961_07580","NC_002505.1",1639295,1639993,"+","ABC-type tungstate transport system, periplasmic component"
"1417","N16961_07585","NC_002505.1",1640002,1640724,"+","Energy-coupling factor transporter ATP-binding protein EcfA2"
"1418","N16961_07590","NC_002505.1",1640678,1641289,"+","molybdenum cofactor guanylyltransferase MobA"
"1419","N16961_07595","NC_002505.1",1641286,1643106,"+","bifunctional molybdopterin-guanine dinucleotide biosynthesis adaptor protein MobB/molybdopterin molybdotransferase MoeA"
"1420","N16961_07600","NC_002505.1",1643196,1643552,"-","Amino acid ABC transporter"
"1421","N16961_07605","NC_002505.1",1643549,1643974,"-","Amino acid ABC transporter/signal transduction system protein"
"1422","N16961_07610","NC_002505.1",1644190,1644465,"+","DUF2960 domain-containing protein"
"1423","N16961_07620","NC_002505.1",1644672,1645580,"-","N-acetylglucosamine kinase"
"1424","N16961_07625","NC_002505.1",1645743,1646480,"-","tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain"
"1425","N16961_07630","NC_002505.1",1646580,1647371,"+","Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily"
"1426","N16961_07635","NC_002505.1",1647373,1648893,"-","Methyl-accepting chemotaxis protein"
"1427","N16961_07640","NC_002505.1",1648958,1649395,"-","Methyl-accepting chemotaxis protein"
"1428","N16961_07645","NC_002505.1",1649484,1649984,"+","Lipoprotein NlpC"
"1429","N16961_07650","NC_002505.1",1649994,1650335,"-","Type IIA topoisomerase B subunit"
"1430","N16961_07655","NC_002505.1",1650858,1651724,"+","putative ketoamine kinase VC_1539"
"1431","N16961_07660","NC_002505.1",1651882,1652085,"+","Molybdopterin-guanine dinucleotide biosynthesis protein A"
"1432","N16961_07665","NC_002505.1",1652340,1653713,"+","sodium-coupled multidrug efflux MATE transporter VcmA"
"1433","N16961_07670","NC_002505.1",1653917,1654900,"+","Lipoprotein"
"1434","N16961_07675","NC_002505.1",1654907,1655755,"-","DNA ligase"
"1435","N16961_07680","NC_002505.1",1656062,1657240,"-","TPR domain-containing protein"
"1436","N16961_07685","NC_002505.1",1657237,1657857,"-","Periplasmic protein TonB, links inner and outer membranes"
"1437","N16961_07690","NC_002505.1",1657857,1658261,"-","Biopolymer transport protein exbD2"
"1438","N16961_07695","NC_002505.1",1658258,1658797,"-","Biopolymer transport protein ExbB/TolQ"
"1439","N16961_07700","NC_002505.1",1658807,1660180,"-","Biopolymer transport protein ExbB/TolQ"
"1440","N16961_07705","NC_002505.1",1660180,1660938,"-","TonB system biopolymer transport component"
"1441","N16961_07710","NC_002505.1",1661257,1662561,"+","ABC-type glycerol-3-phosphate transport system, periplasmic component"
"1442","N16961_07715","NC_002505.1",1662637,1663518,"+","ABC-type sugar transport system, permease component"
"1443","N16961_07720","NC_002505.1",1663528,1664370,"+","sn-glycerol-3-phosphate ABC transporter permease UgpE"
