# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1047140	1047988	-	N16961_04970	toxR	Cholera toxin transcriptional activator	COG:COG3710, COG:K, GO:0000156, GO:0003677, GO:0005886, GO:0006355, KEGG:K10921, RefSeq:WP_000018139.1, SO:0001217, UniParc:UPI00005F32B1, UniRef:UniRef100_P15795, UniRef:UniRef50_Q05938, UniRef:UniRef90_P15795
contig_1	cds	1048213	1050159	+	N16961_04975	htpG	molecular chaperone HtpG	COG:COG0326, COG:O, GO:0005524, GO:0005737, GO:0006457, GO:0016887, GO:0051082, GO:0140662, SO:0001217, UniParc:UPI00005F32B2, UniRef:UniRef100_A5F2T9, UniRef:UniRef50_Q7MMR7, UniRef:UniRef90_A5F2T9
contig_1	cds	1050494	1051138	+	N16961_04980	adk	adenylate kinase	COG:COG0563, COG:F, EC:2.7.4.3, GO:0004017, GO:0005524, GO:0005737, GO:0006139, GO:0016310, GO:0044209, RefSeq:WP_001220222.1, SO:0001217, UniParc:UPI000012DBF5, UniRef:UniRef100_A5F2U0, UniRef:UniRef50_C5BD16, UniRef:UniRef90_A5F2U0
contig_1	cds	1051265	1052227	+	N16961_04985	hemH	ferrochelatase	COG:COG0276, COG:H, EC:4.98.1.1, GO:0004325, GO:0005737, GO:0006779, GO:0006783, GO:0046872, RefSeq:WP_001059263.1, SO:0001217, UniParc:UPI000018337B, UniRef:UniRef100_Q9KTB6, UniRef:UniRef50_Q9KTB6, UniRef:UniRef90_Q9KTB6
contig_1	cds	1052327	1053808	-	N16961_04990	dtpA	dipeptide/tripeptide permease DtpA	COG:COG3104, COG:E, GO:0015833, GO:0016020, GO:0055085, GO:1904680, RefSeq:WP_000067586.1, SO:0001217, UniParc:UPI00005F32B3, UniRef:UniRef100_A0A2V4NVG3, UniRef:UniRef50_C6DH09, UniRef:UniRef90_A0A0Q0JCR2
contig_1	cds	1054370	1054813	+	N16961_04995	rfaH	transcription/translation regulatory transformer protein RfaH	COG:COG0250, COG:K, GO:0006355, SO:0001217, UniRef:UniRef50_Q6LNV5, UniRef:UniRef90_A0A0Q0UF99
contig_1	cds	1054961	1056625	-	N16961_05000	asnB	asparagine synthase B	COG:COG0367, COG:E, EC:6.3.5.4, GO:0004066, GO:0006529, RefSeq:WP_000337015.1, SO:0001217, UniParc:UPI00000C2E47, UniRef:UniRef100_A0A0E3W5T3, UniRef:UniRef50_P22106, UniRef:UniRef90_A0A0H3AGR6
contig_1	cds	1056821	1058407	-	N16961_05005	rosB	putative Kef-type K+ transport protein, K+/H+ antiporter domain	COG:COG4651, COG:P, RefSeq:WP_000364240.1, SO:0001217, UniParc:UPI00000C2E48, UniRef:UniRef100_A0A0F2TTH2, UniRef:UniRef50_A8T820, UniRef:UniRef90_A0A0F2TTH2
contig_1	cds	1058502	1059716	-	N16961_05010	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_001013120.1, SO:0001217, UniParc:UPI00000C2E49, UniRef:UniRef100_A0A0H3PXR5, UniRef:UniRef50_P0AF22, UniRef:UniRef90_D2YI46
contig_1	cds	1059719	1060855	-	N16961_05015	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, EC:3.5.1.25, GO:0005975, GO:0006044, GO:0006046, GO:0008448, GO:0019262, GO:0046872, GO:0047419, GO:0051289, RefSeq:WP_000271133.1, SO:0001217, UniParc:UPI000012FD04, UniRef:UniRef100_O32445, UniRef:UniRef50_O32445, UniRef:UniRef90_O32445
contig_1	cds	1061324	1062895	+	N16961_05020	nagE	Phosphotransferase system IIB components	COG:COG1264, COG:G, RefSeq:WP_001023164.1, SO:0001217, UniParc:UPI00000C2E4A, UniRef:UniRef100_A0A0H6JMD8, UniRef:UniRef50_U4E575, UniRef:UniRef90_D7H7J9
contig_1	cds	1063143	1064813	+	N16961_05025	glnS	glutamine--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.18, GO:0004819, GO:0005524, GO:0005737, GO:0006424, GO:0006425, RefSeq:WP_001287115.1, SO:0001217, UniParc:UPI0000136627, UniRef:UniRef100_Q9KTA6, UniRef:UniRef50_Q8X9H8, UniRef:UniRef90_Q9KTA6
contig_1	cds	1065041	1069843	+	N16961_05030		AAA family ATPase	SO:0001217, UniParc:UPI00005F32B4, UniRef:UniRef100_Q9KTA5, UniRef:UniRef50_A0A395UBI3, UniRef:UniRef90_A0A395UBI3
contig_1	cds	1069965	1070759	+	N16961_05035	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, KEGG:K06173, RefSeq:WP_001216995.1, SO:0001217, UniParc:UPI0000137690, UniRef:UniRef100_A5F2T4, UniRef:UniRef50_Q5E455, UniRef:UniRef90_A5F2T4
contig_1	cds	1070933	1071859	+	N16961_05040	accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	COG:COG0777, COG:I, EC:2.1.3.15, EC:6.4.1.2, GO:0003989, GO:0005524, GO:0006633, GO:0008270, GO:0009317, GO:0016743, GO:2001295, RefSeq:WP_000118593.1, SO:0001217, UniParc:UPI00000C2E4D, UniRef:UniRef100_Q9KTA3, UniRef:UniRef50_B2FNY8, UniRef:UniRef90_Q9KTA3
contig_1	cds	1071904	1073169	+	N16961_05045	folC	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	COG:COG0285, COG:H, EC:6.3.2.12, EC:6.3.2.17, GO:0004326, GO:0005524, GO:0009396, GO:0016874, RefSeq:WP_000192375.1, SO:0001217, UniParc:UPI00000C2E4E, UniRef:UniRef100_A0A0H3PX13, UniRef:UniRef50_Q5E457, UniRef:UniRef90_A0A0H3AHC9
contig_1	cds	1073170	1073766	+	N16961_05050	dedD	Cell division protein DedD (periplasmic protein involved in septation)	COG:COG3147, COG:D, KEGG:K03749, RefSeq:WP_000157056.1, SO:0001217, UniParc:UPI00000C2E4F, UniRef:UniRef100_A0A0F0BHT4, UniRef:UniRef50_D2YI55, UniRef:UniRef90_A0A655WTP0
contig_1	cds	1073829	1074320	+	N16961_05055	purF	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation	COG:COG1286, COG:FM, RefSeq:WP_001104251.1, SO:0001217, UniParc:UPI00000C2E50, UniRef:UniRef100_A0A085S844, UniRef:UniRef50_A7MUD9, UniRef:UniRef90_A0A085S844
contig_1	cds	1074353	1075867	+	N16961_05060	purF	amidophosphoribosyltransferase	COG:COG0034, COG:F, EC:2.4.2.14, GO:0004044, GO:0009152, RefSeq:WP_000334233.1, SO:0001217, UniParc:UPI00000C2E51, UniRef:UniRef100_A0A0F0B1P4, UniRef:UniRef50_Q51342, UniRef:UniRef90_A0A099MPL6
contig_1	cds	1075995	1077320	-	N16961_05065	yuiF	putative histidine transporter YuiF, NhaC family	COG:COG2056, COG:E, RefSeq:WP_001880817.1, SO:0001217, UniParc:UPI00000C2E52, UniRef:UniRef100_A0A2V4PGF0, UniRef:UniRef50_Q5E6C7, UniRef:UniRef90_D2YI58
contig_1	cds	1077421	1078095	-	N16961_05070	rnt	ribonuclease T	COG:COG0847, COG:L, EC:3.1.13.-, GO:0000287, GO:0003676, GO:0005829, GO:0006364, GO:0008033, GO:0008408, GO:0016896, GO:0042780, GO:0045004, KEGG:K03683, RefSeq:WP_000130223.1, SO:0001217, UniParc:UPI00001344FC, UniRef:UniRef100_Q9KT97, UniRef:UniRef50_Q9KT97, UniRef:UniRef90_Q9KT97
contig_1	cds	1078369	1079253	+	N16961_05075	motY	sodium-type flagellar protein MotY	COG:COG2885, COG:M, RefSeq:WP_001045946.1, SO:0001217, UniParc:UPI00000C2E54, UniRef:UniRef100_A0A0H6Y7P1, UniRef:UniRef50_Q9S3P9, UniRef:UniRef90_A0A656ACV5, VFDB:VFC0204, VFDB:VFG007610
contig_1	cds	1079302	1079739	-	N16961_05080		DUF2753 domain-containing protein	RefSeq:WP_001021927.1, SO:0001217, UniParc:UPI00019F6E63, UniRef:UniRef100_A0A1X1LB28, UniRef:UniRef50_P46234, UniRef:UniRef90_A0A0H3ALC3
contig_1	cds	1079901	1080317	-	N16961_05085	gloA	lactoylglutathione lyase	EC:4.4.1.5, GO:0004462, GO:0005737, GO:0005975, GO:0019243, GO:0046872, GO:0051596, RefSeq:WP_000064966.1, SO:0001217, UniParc:UPI00005F328E, UniRef:UniRef100_Q9KT93, UniRef:UniRef50_Q9KT93, UniRef:UniRef90_Q9KT93
contig_1	cds	1080358	1080999	-	N16961_05090	nth	endonuclease III	COG:COG0177, COG:L, GO:0003906, GO:0006281, RefSeq:WP_001057741.1, SO:0001217, UniParc:UPI00000C2E56, UniRef:UniRef100_A0A0H6LBZ8, UniRef:UniRef50_P0AB84, UniRef:UniRef90_A0A8B5VAD1
contig_1	cds	1081026	1081718	-	N16961_05095	rnfE	Ion-translocating oxidoreductase complex subunit E	COG:C, COG:COG4660, EC:7.-.-.-, GO:0005886, GO:0022900, RefSeq:WP_001005002.1, SO:0001217, UniParc:UPI00001343A7, UniRef:UniRef100_Q9KT91, UniRef:UniRef50_A5F2S7, UniRef:UniRef90_A5F2S7
contig_1	cds	1081720	1082349	-	N16961_05100	rsxG	electron transport complex subunit RsxG	COG:C, COG:COG4659, EC:7.-.-.-, GO:0005886, GO:0009055, GO:0010181, GO:0016020, GO:0022900, RefSeq:WP_000954368.1, SO:0001217, UniParc:UPI00001343B2, UniRef:UniRef100_Q9KT90, UniRef:UniRef50_A5F2S8, UniRef:UniRef90_A5F2S8
contig_1	cds	1082361	1083407	-	N16961_05105	rsxD	electron transport complex subunit RsxD	COG:C, COG:COG4658, EC:7.-.-.-, GO:0005886, GO:0016020, GO:0022900, GO:0055085, RefSeq:WP_000863730.1, SO:0001217, UniParc:UPI000013439D, UniRef:UniRef100_Q9KT89, UniRef:UniRef50_A5F2R1, UniRef:UniRef90_A5F2R1
contig_1	cds	1083407	1085731	-	N16961_05110	rsxC	electron transport complex subunit RsxC	EC:7.-.-.-, GO:0005886, GO:0009055, GO:0016020, GO:0046872, GO:0051539, KEGG:K03615, RefSeq:WP_000949723.1, SO:0001217, UniParc:UPI0000134393, UniRef:UniRef100_Q9KT88, UniRef:UniRef50_Q9KT88, UniRef:UniRef90_Q9KT88
contig_1	cds	1085740	1086327	-	N16961_05115	rsxB	electron transport complex subunit RsxB	COG:C, COG:COG2878, EC:7.-.-.-, GO:0005886, GO:0009055, GO:0022900, GO:0046872, GO:0051536, GO:0051539, RefSeq:WP_000104488.1, SO:0001217, UniParc:UPI000013438B, UniRef:UniRef100_A5F2R3, UniRef:UniRef50_A5F2R3, UniRef:UniRef90_A5F2R3
contig_1	cds	1086327	1086941	-	N16961_05120	rsxA	electron transport complex subunit RsxA	COG:C, COG:COG4657, EC:7.-.-.-, GO:0005886, GO:0016020, GO:0022900, SO:0001217, UniParc:UPI00019F30C9, UniRef:UniRef100_A0A0H3AKU6, UniRef:UniRef50_A0A0H3AKU6, UniRef:UniRef90_A0A0H3AKU6
contig_1	tRNA	1087128	1087203	-	N16961_05125	trnN	tRNA-Asn(gtt)	SO:0000257
contig_1	cds	1087790	1088020	+	N16961_05130		hypothetical protein	
contig_1	cds	1088017	1089819	+	N16961_05135	uvrB	excinuclease ABC subunit UvrB	COG:COG0556, COG:L, EC:3.1.25.-, GO:0003677, GO:0005515, GO:0005524, GO:0006289, GO:0009380, GO:0016787, GO:0016887, KEGG:K03702, SO:0001217, UniRef:UniRef50_B6EGH8, UniRef:UniRef90_A0A2J9V2B3
contig_1	ncRNA	1089964	1090059	-	N16961_05140	Qrr	Qrr RNA	RFAM:RF00378, SO:0000655
contig_1	cds	1090208	1091617	+	N16961_05145	luxO	quorum-sensing sigma-54 dependent transcriptional regulator LuxO	COG:COG2204, COG:T, GO:0000160, GO:0005524, GO:0006355, GO:0016887, GO:0043565, KEGG:K10912, SO:0001217, UniParc:UPI0000ED7654, UniRef:UniRef100_Q9KT84, UniRef:UniRef50_Q9KT84, UniRef:UniRef90_Q9KT84
contig_1	cds	1091621	1091962	+	N16961_05150	luxU	quorum-sensing phosphorelay protein LuxU	GO:0000160, GO:0004672, RefSeq:WP_001209531.1, SO:0001217, UniParc:UPI00000C2E59, UniRef:UniRef100_Q9KT83, UniRef:UniRef50_Q9KT83, UniRef:UniRef90_Q9KT83
contig_1	cds	1091951	1092841	-	N16961_05155	cofD	Putative gluconeogenesis factor	COG:COG0391, COG:GH, GO:0005737, GO:0008360, GO:0043743, RefSeq:WP_000061070.1, SO:0001217, UniParc:UPI0000139F23, UniRef:UniRef100_Q9KT82, UniRef:UniRef50_Q9KT82, UniRef:UniRef90_Q9KT82
contig_1	ncRNA-region	1093019	1093158	+			Moco (molybdenum cofactor) riboswitch	RFAM:RF01055, SO:0000035
contig_1	cds	1093147	1094136	+	N16961_05160	moaA	GTP 3',8-cyclase MoaA	COG:COG2896, COG:H, EC:4.1.99.22, GO:0005525, GO:0006777, GO:0019008, GO:0046872, GO:0051539, GO:0061798, GO:1904047, RefSeq:WP_000068572.1, SO:0001217, UniParc:UPI00005F3291, UniRef:UniRef100_A0A0H4JJT1, UniRef:UniRef50_Q8ZGW5, UniRef:UniRef90_A5F2Q5
contig_1	cds	1094196	1094708	+	N16961_05165	moaB	molybdenum cofactor biosynthesis protein B	COG:COG0521, COG:H, GO:0003824, GO:0006777, RefSeq:WP_000509705.1, SO:0001217, UniParc:UPI00000C2E5A, UniRef:UniRef100_A0A086SRK4, UniRef:UniRef50_Q6D3C8, UniRef:UniRef90_A0A067B3Q9
contig_1	cds	1094719	1095198	+	N16961_05170	moaC	cyclic pyranopterin monophosphate synthase MoaC	COG:COG0315, COG:H, EC:4.6.1.17, GO:0003824, GO:0006777, GO:0061799, KEGG:K03637, RefSeq:WP_000080915.1, SO:0001217, UniParc:UPI00005F3292, UniRef:UniRef100_A5F2Q7, UniRef:UniRef50_Q5E6B0, UniRef:UniRef90_A5F2Q7
contig_1	cds	1095195	1095440	+	N16961_05175	moaD	molybdopterin synthase sulfur carrier subunit	COG:COG1977, COG:H, EC:2.8.1.12, GO:0006777, RefSeq:WP_000598590.1, SO:0001217, UniParc:UPI00000C2E5B, UniRef:UniRef100_A0A0H6XUG6, UniRef:UniRef50_P45309, UniRef:UniRef90_A0A5B1BZI7
contig_1	cds	1095442	1095894	+	N16961_05180	moaE	molybdopterin synthase catalytic subunit MoaE	COG:COG0314, COG:H, EC:2.8.1.12, GO:0005829, GO:0006777, GO:0030366, RefSeq:WP_000350081.1, SO:0001217, UniParc:UPI000012F341, UniRef:UniRef100_Q9KT77, UniRef:UniRef50_Q9KT77, UniRef:UniRef90_Q9KT77
contig_1	cds	1095909	1096883	-	N16961_05185	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, RefSeq:WP_000200621.1, SO:0001217, UniParc:UPI00000C2E5C, UniRef:UniRef100_A0A0H6YXC1, UniRef:UniRef50_A0A9Q6PNA2, UniRef:UniRef90_A0A0H6YXC1
contig_1	cds	1097112	1097528	+	N16961_05190		CBS-domain-containing membrane protein	COG:COG3448, COG:T, RefSeq:WP_000377741.1, SO:0001217, UniParc:UPI00005F3293, UniRef:UniRef100_A0A2K2UIX1, UniRef:UniRef50_A0A193KB02, UniRef:UniRef90_A0A395TI15
contig_1	cds	1097641	1099947	+	N16961_05195	cadA	zinc/cadmium/mercury/lead-transporting ATPase	COG:COG2217, COG:P, EC:7.2.2.12, EC:7.2.2.21, GO:0006812, GO:0019829, RefSeq:WP_000337457.1, SO:0001217, UniParc:UPI00000C2E60, UniRef:UniRef100_A0A0H3PWX1, UniRef:UniRef50_A0A0T7E2Q8, UniRef:UniRef90_A0A0H3PWX1
contig_1	cds	1100408	1101169	+	N16961_05200	udp	uridine phosphorylase	COG:COG2820, COG:F, EC:2.4.2.3, GO:0009116, GO:0016763, RefSeq:WP_000169476.1, SO:0001217, UniParc:UPI00000B84F6, UniRef:UniRef100_Q9KT71, UniRef:UniRef50_P12758, UniRef:UniRef90_A0A0H0YJR1
contig_1	cds	1101242	1102057	-	N16961_05205		Nitrate/nitrite sensing protein domain-containing protein	RefSeq:WP_000498217.1, SO:0001217, UniParc:UPI0001B1A5D0, UniRef:UniRef100_A0A2V4NVA3, UniRef:UniRef50_A0A0W8JI07, UniRef:UniRef90_D7H7N5
contig_1	cds	1102361	1104412	-	N16961_05210	metG	methionine--tRNA ligase	COG:COG0143, COG:J, EC:6.1.1.10, GO:0000049, GO:0000166, GO:0004825, GO:0005524, GO:0005829, GO:0006431, GO:0046872, RefSeq:WP_001262543.1, SO:0001217, UniParc:UPI00001365C6, UniRef:UniRef100_Q9KT69, UniRef:UniRef50_Q9KT69, UniRef:UniRef90_Q9KT69
contig_1	cds	1104549	1105646	+	N16961_05215	apbC	iron-sulfur cluster carrier protein ApbC	COG:COG0489, COG:D, GO:0005524, GO:0016226, GO:0016887, GO:0051536, SO:0001217, UniParc:UPI00005F3296, UniRef:UniRef100_A0A0H3PXU5, UniRef:UniRef50_A0A1R4B1H5, UniRef:UniRef90_A0A0H3AJA8
contig_1	cds	1105823	1106464	+	N16961_05220	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, RefSeq:WP_001293736.1, SO:0001217, UniParc:UPI0000137E11, UniRef:UniRef100_Q9KT67, UniRef:UniRef50_Q9KT67, UniRef:UniRef90_Q9KT67
contig_1	cds	1106562	1108673	+	N16961_05225	asmA	Uncharacterized conserved protein AsmA involved in outer membrane biogenesis	COG:COG2982, COG:M, KEGG:K07289, RefSeq:WP_000732543.1, SO:0001217, UniParc:UPI00000C2E64, UniRef:UniRef100_A0A0H3Q0R2, UniRef:UniRef50_A8T911, UniRef:UniRef90_A0A0H3Q0R2
contig_1	cds	1108745	1109350	-	N16961_05230	cobO	cob(I)yrinic acid a,c-diamide adenosyltransferase	EC:2.5.1.17, GO:0008817, GO:0009236, RefSeq:WP_001894344.1, SO:0001217, UniParc:UPI00000C2E65, UniRef:UniRef100_A0A0H3PX57, UniRef:UniRef50_A0A2N1A6F4, UniRef:UniRef90_A0A1X1LBA0
contig_1	cds	1109436	1109903	+	N16961_05235		protein-tyrosine-phosphatase	SO:0001217, UniParc:UPI00000C2E66, UniRef:UniRef100_A0A0H3Q536, UniRef:UniRef50_Q8EEZ7, UniRef:UniRef90_A0A655TP98
contig_1	cds	1109930	1111228	-	N16961_05240	fadL	Long-chain fatty acid transport protein	COG:COG2067, COG:I, RefSeq:WP_000856207.1, SO:0001217, UniParc:UPI00000C2E67, UniRef:UniRef100_A0A0H7AKS3, UniRef:UniRef50_R8AVQ6, UniRef:UniRef90_A0A0H3AN28
contig_1	cds	1111531	1112817	-	N16961_05245	fadL	Long-chain fatty acid transport protein	COG:COG2067, COG:I, KEGG:K06076, RefSeq:WP_001061938.1, SO:0001217, UniParc:UPI00000C2E68, UniRef:UniRef100_A0A0H6MG79, UniRef:UniRef50_A0A0M0HUC2, UniRef:UniRef90_A0A0H6MG79
contig_1	cds	1113077	1113808	-	N16961_05250		DUF3379 domain-containing protein	RefSeq:WP_000343824.1, SO:0001217, UniParc:UPI00005F3299, UniRef:UniRef100_A0A0H6S0N2, UniRef:UniRef50_A0A2N8ZE32, UniRef:UniRef90_A0A0H6S0N2
contig_1	cds	1113801	1114364	-	N16961_05255	rpoE	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	COG:COG1595, COG:K, KEGG:K03088, SO:0001217, UniParc:UPI0001B1A5D1, UniRef:UniRef100_A0A655SAB0, UniRef:UniRef50_A0A240ER27, UniRef:UniRef90_A0A655SAB0
contig_1	cds	1114895	1116202	+	N16961_05260	fadI	acetyl-CoA C-acyltransferase FadI	COG:COG0183, COG:I, EC:2.3.1.16, GO:0003988, GO:0005829, GO:0006635, GO:0009062, RefSeq:WP_000517921.1, SO:0001217, UniParc:UPI00005EE2A6, UniRef:UniRef100_Q9KT59, UniRef:UniRef50_A5F2P1, UniRef:UniRef90_A5F2P1
contig_1	cds	1116202	1118328	+	N16961_05265	fadJ	fatty acid oxidation complex subunit alpha FadJ	COG:COG1250, COG:I, EC:1.1.1.35, EC:4.2.1.17, EC:5.1.2.3, GO:0003857, GO:0004300, GO:0005737, GO:0006635, GO:0008692, GO:0016491, GO:0016509, GO:0051287, GO:0070403, RefSeq:WP_000369794.1, SO:0001217, UniParc:UPI00005EE2A8, UniRef:UniRef100_Q9KT58, UniRef:UniRef50_Q9KT58, UniRef:UniRef90_Q9KT58
contig_1	cds	1118454	1119002	+	N16961_05270	nfnB	NAD(P)H nitroreductase	COG:C, COG:COG0778, GO:0016491, RefSeq:WP_000387679.1, SO:0001217, UniParc:UPI00000C2E6D, UniRef:UniRef100_A0A0H5VYW2, UniRef:UniRef50_P0ACY2, UniRef:UniRef90_A0A0H5VYW2
contig_1	cds	1119081	1119956	-	N16961_05275	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000762360.1, SO:0001217, UniParc:UPI00000B314A, UniRef:UniRef100_A0A2A1YVB2, UniRef:UniRef50_A0A1N6M9H7, UniRef:UniRef90_A0A655UN49
contig_1	cds	1120204	1121295	+	N16961_05280	cheY	CheY-like REC (receiver) domain, includes chemotaxis protein CheY and sporulation regulator Spo0F	COG:COG0784, COG:T, RefSeq:WP_001911483.1, SO:0001217, UniParc:UPI00005F329B, UniRef:UniRef100_A0A2V4PJM9, UniRef:UniRef50_U3AMQ0, UniRef:UniRef90_A0A655UGI8
contig_1	cds	1121465	1121596	+	N16961_05285		hypothetical protein	RefSeq:WP_000013199.1, SO:0001217, UniParc:UPI00000C2E70, UniRef:UniRef100_A0A085PTK2, UniRef:UniRef50_A0A1D8SCC5, UniRef:UniRef90_A0A1D8SCC5
contig_1	cds	1121596	1121994	+	N16961_05290	ybaN	DUF454 domain-containing protein	COG:COG2832, COG:S, RefSeq:WP_001880857.1, SO:0001217, UniParc:UPI00000C2E71, UniRef:UniRef100_A0A0H6IGZ2, UniRef:UniRef50_A0A0H6IGZ2, UniRef:UniRef90_A0A0H6IGZ2
contig_1	cds	1122126	1122671	+	N16961_05295	apt	adenine phosphoribosyltransferase	COG:COG0503, COG:F, EC:2.4.2.7, GO:0003999, GO:0005737, GO:0006166, GO:0006168, GO:0044209, RefSeq:WP_000206218.1, SO:0001217, UniParc:UPI0000125CF6, UniRef:UniRef100_A5F2N2, UniRef:UniRef50_Q8EFG1, UniRef:UniRef90_A5F2N2
contig_1	cds	1122690	1124768	+	N16961_05300	dnaX	DNA polymerase III subunit gamma/tau	COG:COG2812, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, RefSeq:WP_000120801.1, SO:0001217, UniParc:UPI00000C2E72, UniRef:UniRef100_A0A0H3Q0S4, UniRef:UniRef50_Q5E464, UniRef:UniRef90_D7H7Q4
contig_1	cds	1124839	1125168	+	N16961_05305	ybaB	YbaB/EbfC family nucleoid-associated protein	COG:COG0718, COG:K, GO:0003677, GO:0005737, GO:0008150, GO:0043590, RefSeq:WP_000467102.1, SO:0001217, UniParc:UPI0000139F7F, UniRef:UniRef100_Q9KT50, UniRef:UniRef50_P44711, UniRef:UniRef90_Q9KT50
contig_1	cds	1125183	1125785	+	N16961_05310	recR	recombination mediator RecR	COG:COG0353, COG:L, GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_001260579.1, SO:0001217, UniParc:UPI00001335E3, UniRef:UniRef100_A5F2N5, UniRef:UniRef50_A3MYE6, UniRef:UniRef90_A5F2N5
contig_1	cds	1125895	1126143	-	N16961_05315		UPF0153 protein VC_1057	RefSeq:WP_000340598.1, SO:0001217, UniParc:UPI0000139F84, UniRef:UniRef100_Q9KT48, UniRef:UniRef50_Q9KT48, UniRef:UniRef90_Q9KT48
contig_1	cds	1126281	1126718	+	N16961_05320	ycgN	YcgN family cysteine cluster protein	COG:COG2983, COG:R, KEGG:K09160, RefSeq:WP_001880862.1, SO:0001217, UniParc:UPI00000C2E73, UniRef:UniRef100_C3LTV5, UniRef:UniRef50_Q8UGV3, UniRef:UniRef90_C3LTV5
contig_1	cds	1126812	1127555	-	N16961_05325	fabG	YciK family oxidoreductase	COG:COG1028, COG:I, GO:0016491, RefSeq:WP_001109956.1, SO:0001217, UniParc:UPI00000C2E74, UniRef:UniRef100_A0A085T9J9, UniRef:UniRef50_A0A0P6Z9M2, UniRef:UniRef90_A0A085T9J9
contig_1	cds	1127714	1128775	+	N16961_05330	sohB	protease SohB	COG:COG0616, COG:O, EC:3.4.21.-, GO:0006508, GO:0008233, RefSeq:WP_000394900.1, SO:0001217, UniParc:UPI0001A230F8, UniRef:UniRef100_A0A0H6R535, UniRef:UniRef50_P0AG14, UniRef:UniRef90_A0A0H6R535
contig_1	cds	1128900	1129967	-	N16961_05335	cysK	Cysteine synthase	COG:COG0031, COG:E, RefSeq:WP_000337335.1, SO:0001217, UniParc:UPI00000C2E76, UniRef:UniRef100_A0A0H5UXC5, UniRef:UniRef50_A0A2X3GK72, UniRef:UniRef90_A0A0H5UXC5
contig_1	cds	1130089	1130547	+	N16961_05340	lrp	DNA-binding transcriptional regulator, Lrp family	COG:COG1522, COG:K, RefSeq:WP_000923262.1, SO:0001217, UniParc:UPI00005F320A, UniRef:UniRef100_Q9KT43, UniRef:UniRef50_Q9KT43, UniRef:UniRef90_Q9KT43
contig_1	cds	1130556	1131416	-	N16961_05345	tesB	acyl-CoA thioesterase II	COG:COG1946, COG:I, GO:0006637, GO:0047617, RefSeq:WP_000042747.1, SO:0001217, UniParc:UPI00000C2E78, UniRef:UniRef100_A0A0E3W6T8, UniRef:UniRef50_P0AGG3, UniRef:UniRef90_A0A0E3W6T8
contig_1	cds	1131567	1131998	+	N16961_05350	ybaY	Uncharacterized lipoprotein YbaY	COG:COG3126, COG:S, RefSeq:WP_000756880.1, SO:0001217, UniParc:UPI00000C2E79, UniRef:UniRef100_A0A085R6Z2, UniRef:UniRef50_A0A099LU24, UniRef:UniRef90_A0A085R6Z2
contig_1	cds	1132052	1132354	-	N16961_05355	atl1	DNA base-flipping protein	BlastRules:WP_005461131, COG:COG3695, COG:K, RefSeq:WP_000371948.1, SO:0001217, UniParc:UPI00000C2E7A, UniRef:UniRef100_A0A0H6MEI8, UniRef:UniRef50_A6B4U8, UniRef:UniRef90_A0A0H6MEI8
contig_1	cds	1132405	1133148	+	N16961_05360		Integral membrane protein	RefSeq:WP_000603545.1, SO:0001217, UniParc:UPI00000C2E7B, UniRef:UniRef100_A0A0F4FFJ9, UniRef:UniRef50_C9QIJ8, UniRef:UniRef90_D7H7R6
contig_1	cds	1133295	1135316	+	N16961_05365	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, EC:2.7.7.65, KEGG:K20957, RefSeq:WP_000925749.1, SO:0001217, UniParc:UPI00005F3208, UniRef:UniRef100_A0A2V4NIP1, UniRef:UniRef50_A8DWU6, UniRef:UniRef90_A0A655UJY5
contig_1	ncRNA	1135447	1135543	+	N16961_05370	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
